OSM Number,Batch,Internal ID,,PubChem CID,MMV ID,SMILES,InChI,IChI Key,Series,Assays,PfaI EC50 (Inh),Pfal IC50 (GSK),Pfal IC50 (Syngene),Pfal IC50 (Dundee),0,Pfal (K1) IC50 (Avery),Pfal IC50 (Ralph),Pfal IC50 (Guy),Pfal (K1) IC50 (Guy),Pfal IC50 (Batra),Pfal (K1) IC50 (Batra),Pfal (3D7) IC50 (Broad),Pfal (Dd2) IC50 (Broad),PfaI EC50 uMol (Mean) Qualifier,PfaI EC50 uMol (Mean),Single Shot Inhibition %,PRR (Rate of Killing),PfATP4 'Test Set',Ion Regulation (ANU),DHODH,Late Stage Gametocyte (Avery),Pb Liver Stage,Cytotox HepG2,Cytotox HEK293 (120),Cytotox HEK293 (40),Cytotox Vero MTT,Cytotox THP1,hERG pIC50,t1/2 HLM (Monash),t1/2 HLM (Inh),t1/2 MLM (Monash),t1/2 RLM (Inh),t1/2 RLM (Monash),t1/2 HCH (Monash),t1/2 RCH (Monash),t1/2 plasma Human,t1/2 plasma Mouse,CLint HLM (Monash),%remain plasma Human,%remain plasma Mouse,CLint HLM (Inh),CLint MLM (Monash),CLint RLM (Inh),CLint RLM (Monash),CLint HCH (Monash),CLint RCH (Monash),EH H M'some (Monash),EH M M'some (Monash),EH R M'some (Monash),EH H H'cyte (Monash),EH R H'cyte (Monash),LogD 3.0 (Monash),LogD 7.4 (Monash),Sol 2.0 ug/mL (Monash),Sol 6.5 ug/mL (Monash),Sol 6.8 uM (Inh),Sol 7.4 uM (Inh),cPPB % (Monash),CL Rat (Inh),Vss Rat (Inh),T1/2 Rat (Inh),Tmax Rat (Inh),Oral F Rat (Inh),Dofetilide (Inh),Cerep (Inh),Vivo NOD/SCID ED90,Vivo Berghei %activity,Vivo Parasit Cl,"Aldehyde Oxidase
 CLint,app (µL/min/mg)"
OSM-S-154,,,,,,BrC1=CC(S(NC)(=O)=O)=CC=C1,"InChI=1S/C7H8BrNO2S/c1-9-12(10,11)7-4-2-3-6(8)5-7/h2-5,9H,1H3",UVSNSICXRVZAJR-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-155,,,,,,BrC1=CC(S(N(C)C)(=O)=O)=CC=C1,"InChI=1S/C8H10BrNO2S/c1-10(2)13(11,12)8-5-3-4-7(9)6-8/h3-6H,1-2H3",RHBJVOGENJVLGT-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-156,,,,,,CCOC(CCSCC(OCC)=O)=O,"InChI=1S/C9H16O4S/c1-3-12-8(10)5-6-14-7-9(11)13-4-2/h3-7H2,1-2H3",VKVGPGWOHFRXIG-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-157,,,,,,O=C(OCC)C1SCCC1,"InChI=1S/C7H12O2S/c1-2-9-7(8)6-4-3-5-10-6/h6H,2-5H2,1H3",VHDROBMEJHQSNW-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-158,,,,,,O=C(OC)C1=C(NC(C(F)(F)F)=O)C=CS1,"InChI=1S/C8H6F3NO3S/c1-15-6(13)5-4(2-3-16-5)12-7(14)8(9,10)11/h2-3H,1H3,(H,12,14)",CJNCTQZMIQZVQQ-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-159,,,,,,IC1=CC2=NC=NC(N3CCOCC3)=C2S1,"InChI=1S/C10H10IN3OS/c11-8-5-7-9(16-8)10(13-6-12-7)14-1-3-15-4-2-14/h5-6H,1-4H2",UZWIPNXYAJRTAG-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-167,,,,,,BrC1=CC2=NC=NC(NC)=C2S1,"InChI=1S/C7H6BrN3S/c1-9-7-6-4(10-3-11-7)2-5(8)12-6/h2-3H,1H3,(H,9,10,11)",ICKALLHQGIOSOG-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-168,,,,,,CNC1=C2C(C=CS2)=NC=N1,"InChI=1S/C7H7N3S/c1-8-7-6-5(2-3-11-6)9-4-10-7/h2-4H,1H3,(H,8,9,10)",AZPMALJVBUIZFS-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-169,,,,,,CN(C)C1=C2C(C=C(Br)S2)=NC=N1,"InChI=1S/C8H8BrN3S/c1-12(2)8-7-5(10-4-11-8)3-6(9)13-7/h3-4H,1-2H3",QWNQRCLDQDDVBK-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-170,,,,,,BrC1=CC2=NC=NC(OCCN(C)C)=C2S1,"InChI=1S/C10H12BrN3OS/c1-14(2)3-4-15-10-9-7(12-6-13-10)5-8(11)16-9/h5-6H,3-4H2,1-2H3",SVRSGHTXGBHHFG-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-171,,,,,,O=C1C2=C(C=CS2)NC=N1,"InChI=1S/C6H4N2OS/c9-6-5-4(1-2-10-5)7-3-8-6/h1-3H,(H,7,8,9)",PZMKGWRBZNOIPQ-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-172,,,,,,COC1=C2C(C=CS2)=NC=N1,"InChI=1S/C7H6N2OS/c1-10-7-6-5(2-3-11-6)8-4-9-7/h2-4H,1H3",YDKUAOWCMDNAEX-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-173,,,,,,O=S(C1=CC=C(Br)C=C1)(N(C)C)=O,"InChI=1S/C8H10BrNO2S/c1-10(2)13(11,12)8-5-3-7(9)4-6-8/h3-6H,1-2H3",NQAUNPZZVCXYEJ-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-174,,,,,,CN(CC1)CCN1C2=C3C(C=CS3)=NC=N2,"InChI=1S/C11H14N4S/c1-14-3-5-15(6-4-14)11-10-9(2-7-16-10)12-8-13-11/h2,7-8H,3-6H2,1H3",UFWRIHSVBLJCSP-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-425,,MNB 7,,,,CC(C)(C)OC(NC1=COC=C1)=O,"InChI=1S/C9H13NO3/c1-9(2,3)13-8(11)10-7-4-5-12-6-7/h4-6H,1-3H3,(H,10,11)",SBFLPNJYWRKWFT-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-426,,MNB 8,,,,COC(C1=C(NC(OC(C)(C)C)=O)C=CO1)=O,"InChI=1S/C11H15NO5/c1-11(2,3)17-10(14)12-7-5-6-16-8(7)9(13)15-4/h5-6H,1-4H3,(H,12,14)",OFSPCMNPGVKHEL-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-427,,MNB 9,,,,NC1=C(C(OC)=O)OC=C1,"InChI=1S/C6H7NO3/c1-9-6(8)5-4(7)2-3-10-5/h2-3H,7H2,1H3",UTLPWTWCOSOPMX-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-428,,MNB 13,,,,COC(C1=C(NC=O)C=CO1)=O,"InChI=1S/C7H7NO4/c1-11-7(10)6-5(8-4-9)2-3-12-6/h2-4H,1H3,(H,8,9)",JSQAUBCLPJPBNK-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-429,,MNB 14,,,,O=C1N=CNC2=C1OC=C2,"InChI=1S/C6H4N2O2/c9-6-5-4(1-2-10-5)7-3-8-6/h1-3H,(H,7,8,9)",FBCBUVHNVPZUTE-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-434,,"CT 6, CT 7",,,,O=S(NCCN(C)C)(C1=CC=CC(Br)=C1)=O,"InChI=1S/C10H15BrN2O2S/c1-13(2)7-6-12-16(14,15)10-5-3-4-9(11)8-10/h3-5,8,12H,6-7H2,1-2H3",NDKVBOZRQGBEIT-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-435,,AEW 108-1,,,,O=S(N)(C1=CC=CC(C2=CC3=NC=NC(NC)=C3S2)=C1)=O,"InChI=1S/C13H12N4O2S2/c1-15-13-12-10(16-7-17-13)6-11(20-12)8-3-2-4-9(5-8)21(14,18)19/h2-7H,1H3,(H2,14,18,19)(H,15,16,17)",DCWYWQPCSCVWFT-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-436,,,,,,NC1=C2C(C(C)=CS2)=NC=N1,"InChI=1S/C7H7N3S/c1-4-2-11-6-5(4)9-3-10-7(6)8/h2-3H,1H3,(H2,8,9,10)",DWVNBRIUXIJLOB-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-437,,AEW 58-2,,,,CN(C)CCNC1=C2C(C=CS2)=NC=N1,"InChI=1S/C10H14N4S/c1-14(2)5-4-11-10-9-8(3-6-15-9)12-7-13-10/h3,6-7H,4-5H2,1-2H3,(H,11,12,13)",YHZMDTAEOVFWKN-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-438,,MJT 15-1,,,,NCCCNC1=C2C(C=CS2)=NC=N1,"InChI=1S/C9H12N4S/c10-3-1-4-11-9-8-7(2-5-14-8)12-6-13-9/h2,5-6H,1,3-4,10H2,(H,11,12,13)",LUTRSIZFYRPIMA-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-439,,MJT 14-1,,,,CN(C)CCOC1=C2C(C=CS2)=NC=N1,"InChI=1S/C10H13N3OS/c1-13(2)4-5-14-10-9-8(3-6-15-9)11-7-12-10/h3,6-7H,4-5H2,1-2H3",ZUDQTXCMRCOFGD-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-440,,"AEW 67-1, MNR 127-1",,,,CN(CC1)CCN1C2=C3C(C=C(Br)S3)=NC=N2,"InChI=1S/C11H13BrN4S/c1-15-2-4-16(5-3-15)11-10-8(13-7-14-11)6-9(12)17-10/h6-7H,2-5H2,1H3",DXGBJFGCNVVWQI-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-441,,AEW 66-1,,,,CN(C)CCNC1=C2C(C=C(Br)S2)=NC=N1,"InChI=1S/C10H13BrN4S/c1-15(2)4-3-12-10-9-7(13-6-14-10)5-8(11)16-9/h5-6H,3-4H2,1-2H3,(H,12,13,14)",MCDGIWXARBNNII-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-443,,AEW 56-1,,,,BrC1=CC2=NC=NC(NC(C)=O)=C2S1,"InChI=1S/C8H6BrN3OS/c1-4(13)12-8-7-5(10-3-11-8)2-6(9)14-7/h2-3H,1H3,(H,10,11,12,13)",RUDZVISXJWNBRR-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-444,,"AEW 54-1, MNR 126-1",,,,O=C(OCC)N(CC1)CCN1C2=C3C(C=CS3)=NC=N2,"InChI=1S/C13H16N4O2S/c1-2-19-13(18)17-6-4-16(5-7-17)12-11-10(3-8-20-11)14-9-15-12/h3,8-9H,2,4-7H2,1H3",ZLLGVYWPSQGQKW-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-445,,MNR 128-1,,,,O=C(OCC)N(CC1)CCN1C2=C3C(C=C(Br)S3)=NC=N2,"InChI=1S/C13H15BrN4O2S/c1-2-20-13(19)18-5-3-17(4-6-18)12-11-9(15-8-16-12)7-10(14)21-11/h7-8H,2-6H2,1H3",CYIWXVDAQGXRCL-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-446,,MNR 107,,,,FC1=CC=C(CN2CCNCC2)C=C1,"InChI=1S/C11H15FN2/c12-11-3-1-10(2-4-11)9-14-7-5-13-6-8-14/h1-4,13H,5-9H2",OOSZCNKVJAVHJI-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-447,,AT 25-1,,,,O=S(N)(C1=CC=CC(C2=CC3=NC=NC(NN)=C3S2)=C1)=O,"InChI=1S/C12H11N5O2S2/c13-17-12-11-9(15-6-16-12)5-10(20-11)7-2-1-3-8(4-7)21(14,18)19/h1-6H,13H2,(H2,14,18,19)(H,15,16,17)",HUAUWVINDFOIGR-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-448,,MNR 119,,,,ClC1=C2C(C(Br)=CS2)=NC=N1,InChI=1S/C6H2BrClN2S/c7-3-1-11-5-4(3)9-2-10-6(5)8/h1-2H,LJFZDPZIIKOATA-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-449,,MNR 116,,,,FC(C=C1)=CC=C1CN(CC2)CCN2C3=C4C(C=C(C5=CC=CC=C5)S4)=NC=N3,"InChI=1S/C23H21FN4S/c24-19-8-6-17(7-9-19)15-27-10-12-28(13-11-27)23-22-20(25-16-26-23)14-21(29-22)18-4-2-1-3-5-18/h1-9,14,16H,10-13,15H2",FXWOXTXTZMNFRK-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-450,,MNR 118,,,,OC1=C2C(C(Br)=CS2)=NC=N1,"InChI=1S/C6H3BrN2OS/c7-3-1-11-5-4(3)8-2-9-6(5)10/h1-2H,(H,8,9,10)",SFFNZDXKMOSLNK-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-451,,AT 5,,,,NC1=C2C(C=C(C3=CC=C(F)C=C3)S2)=NC=N1,"InChI=1S/C12H8FN3S/c13-8-3-1-7(2-4-8)10-5-9-11(17-10)12(14)16-6-15-9/h1-6H,(H2,14,15,16)",UUSUHJDACRAUTB-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-452,,AT 12,,,,NC1=C2C(C=C(CC3=CC=CC=C3)S2)=NC=N1,"InChI=1S/C13H11N3S/c14-13-12-11(15-8-16-13)7-10(17-12)6-9-4-2-1-3-5-9/h1-5,7-8H,6H2,(H2,14,15,16)",LHXJZFGXNIMBAN-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-453,,AT 23,,,,NC1=C2C(C=C(C3=CC=C(C(N)=O)C=C3)S2)=NC=N1,"InChI=1S/C13H10N4OS/c14-12-11-9(16-6-17-12)5-10(19-11)7-1-3-8(4-2-7)13(15)18/h1-6H,(H2,15,18)(H2,14,16,17)",NIFWBQONQHROHW-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-454,,MNR 117,,,,FC(C=C1)=CC=C1CN(CC2)CCN2C3=C4C(C=C(C5=CC=C(OC)C=C5)S4)=NC=N3,"InChI=1S/C24H23FN4OS/c1-30-20-8-4-18(5-9-20)22-14-21-23(31-22)24(27-16-26-21)29-12-10-28(11-13-29)15-17-2-6-19(25)7-3-17/h2-9,14,16H,10-13,15H2,1H3",QKGZFKPJXSDLFM-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-455,,AT 16-1,,,,O=S(C1=CC=C(B(O)O)C=C1)(N)=O,"InChI=1S/C6H8BNO4S/c8-13(11,12)6-3-1-5(2-4-6)7(9)10/h1-4,9-10H,(H2,8,11,12)",AKSXQPCIAOIJGP-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-456,,MNR 110-1,,,,O=S(C(C=C1)=CC=C1C2=CC3=NC=NC(N4CCOCC4)=C3S2)(N)=O,"InChI=1S/C16H16N4O3S2/c17-25(21,22)12-3-1-11(2-4-12)14-9-13-15(24-14)16(19-10-18-13)20-5-7-23-8-6-20/h1-4,9-10H,5-8H2,(H2,17,21,22)",RLIISAQZFPTMQE-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-457,,MNR 111,,,,CN(C)C(C1=CC(C2=CC3=NC=NC(N4CCOCC4)=C3S2)=CC=C1)=O,"InChI=1S/C19H20N4O2S/c1-22(2)19(24)14-5-3-4-13(10-14)16-11-15-17(26-16)18(21-12-20-15)23-6-8-25-9-7-23/h3-5,10-12H,6-9H2,1-2H3",HRSGGYKPIRAWSR-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-458,,MNR 105,,,,BrC1=CC2=NC=NC(N3CCSCC3)=C2S1,"InChI=1S/C10H10BrN3S2/c11-8-5-7-9(16-8)10(13-6-12-7)14-1-3-15-4-2-14/h5-6H,1-4H2",YNBPMJNSRUFZJO-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-459,,"AT 8, JRC 52-1",,,,ClC1=C2C(C=C(C3=CC=CC=C3)S2)=NC=N1,InChI=1S/C12H7ClN2S/c13-12-11-9(14-7-15-12)6-10(16-11)8-4-2-1-3-5-8/h1-7H,TXCQNLBFPQAYGH-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-460,,AB 7,,,,CC(O1)(C)C(C)(C)OB1C2=CC=CC=C2,"InChI=1S/C12H17BO2/c1-11(2)12(3,4)15-13(14-11)10-8-6-5-7-9-10/h5-9H,1-4H3",KKLCYBZPQDOFQK-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-461,,JRC 58-1,,,,C12=NC=NC(N3CCSCC3)=C1SC=C2,"InChI=1S/C10H11N3S2/c1-4-15-9-8(1)11-7-12-10(9)13-2-5-14-6-3-13/h1,4,7H,2-3,5-6H2",NXPKYZDTYDHIKB-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-462,,JRC 57-1,,,,CN(C1=NC=NC2=C1SC=C2)C3=CC=C(Cl)C=C3,"InChI=1S/C13H10ClN3S/c1-17(10-4-2-9(14)3-5-10)13-12-11(6-7-18-12)15-8-16-13/h2-8H,1H3",VOJSNXMYNDDNES-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-463,,JRC 56,,,,NC1=CSC=C1,"InChI=1S/C4H5NS/c5-4-1-2-6-3-4/h1-3H,5H2",DKGYESBFCGKOJC-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-464,,JRC 53,,,,BrC1=CC2=NC=NC(NS(C3=CC=C(C)C=C3)(=O)=O)=C2S1,"InChI=1S/C13H10BrN3O2S2/c1-8-2-4-9(5-3-8)21(18,19)17-13-12-10(15-7-16-13)6-11(14)20-12/h2-7H,1H3,(H,15,16,17)",VMLCXBHKKWGJOE-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-465,,JRC 55,,,,O=C(NC1=CC=CC(B2OC(C)(C)C(C)(C)O2)=C1)NC3=CC=CC=C3,"InChI=1S/C19H23BN2O3/c1-18(2)19(3,4)25-20(24-18)14-9-8-12-16(13-14)22-17(23)21-15-10-6-5-7-11-15/h5-13H,1-4H3,(H2,21,22,23)",NFQUDTMKTVWQTK-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-466,,JRC 52,,,,O=C(NC1=CC=CC(Br)=C1)NC2=CC=CC=C2,"InChI=1S/C13H11BrN2O/c14-10-5-4-8-12(9-10)16-13(17)15-11-6-2-1-3-7-11/h1-9H,(H2,15,16,17)",QHVAYAGKWIZZTP-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-467,,JRC 39,,,,OC1=C2C(C=CS2)=NC(C(F)(F)F)=N1,"InChI=1S/C7H3F3N2OS/c8-7(9,10)6-11-3-1-2-14-4(3)5(13)12-6/h1-2H,(H,11,12,13)",HQOYCMNAXBKANH-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-468,,JRC SUZUKI2-1,,,,C1(C2=CC=CC=C2)=CC=CS1,InChI=1S/C10H8S/c1-2-5-9(6-3-1)10-7-4-8-11-10/h1-8H,PJRGDKFLFAYRBV-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-469,,MNR 61-1,,,,C12=NC=NC(N3N=CC=C3)=C1SC=C2,InChI=1S/C9H6N4S/c1-3-12-13(4-1)9-8-7(2-5-14-8)10-6-11-9/h1-6H,PNIWAUOWQWLSMZ-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-470,,MNR 60-1,,,,CC1=CC(C=CC=C2)=C2N1C3=C4C(C=CS4)=NC=N3,"InChI=1S/C15H11N3S/c1-10-8-11-4-2-3-5-13(11)18(10)15-14-12(6-7-19-14)16-9-17-15/h2-9H,1H3",ZVADJBMUEQPCFV-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-471,,MNR 59-1,,,,CC1=CC=C(C)N1C2=C3C(C=CS3)=NC=N2,"InChI=1S/C12H11N3S/c1-8-3-4-9(2)15(8)12-11-10(5-6-16-11)13-7-14-12/h3-7H,1-2H3",CDACKKQBBSORQX-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-472,,MNR 58-1,,,,C12=NC=NC(N3C=CC=C3)=C1SC=C2,InChI=1S/C10H7N3S/c1-2-5-13(4-1)10-9-8(3-6-14-9)11-7-12-10/h1-7H,DLNLHPAEWKPAQH-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
