OSM Number,Batch,Internal ID,,PubChem CID,MMV ID,SMILES,InChI,IChI Key,Series,Assays,PfaI EC50 (Inh),Pfal IC50 (GSK),Pfal IC50 (Syngene),Pfal IC50 (Dundee),0,Pfal (K1) IC50 (Avery),Pfal IC50 (Ralph),Pfal IC50 (Guy),Pfal (K1) IC50 (Guy),Pfal IC50 (Batra),Pfal (K1) IC50 (Batra),Pfal (3D7) IC50 (Broad),Pfal (Dd2) IC50 (Broad),PfaI EC50 uMol (Mean) Qualifier,PfaI EC50 uMol (Mean),Single Shot Inhibition %,PRR (Rate of Killing),PfATP4 'Test Set',Ion Regulation (ANU),DHODH,Late Stage Gametocyte (Avery),Pb Liver Stage,Cytotox HepG2,Cytotox HEK293 (120),Cytotox HEK293 (40),Cytotox Vero MTT,Cytotox THP1,hERG pIC50,t1/2 HLM (Monash),t1/2 HLM (Inh),t1/2 MLM (Monash),t1/2 RLM (Inh),t1/2 RLM (Monash),t1/2 HCH (Monash),t1/2 RCH (Monash),t1/2 plasma Human,t1/2 plasma Mouse,CLint HLM (Monash),%remain plasma Human,%remain plasma Mouse,CLint HLM (Inh),CLint MLM (Monash),CLint RLM (Inh),CLint RLM (Monash),CLint HCH (Monash),CLint RCH (Monash),EH H M'some (Monash),EH M M'some (Monash),EH R M'some (Monash),EH H H'cyte (Monash),EH R H'cyte (Monash),LogD 3.0 (Monash),LogD 7.4 (Monash),Sol 2.0 ug/mL (Monash),Sol 6.5 ug/mL (Monash),Sol 6.8 uM (Inh),Sol 7.4 uM (Inh),cPPB % (Monash),CL Rat (Inh),Vss Rat (Inh),T1/2 Rat (Inh),Tmax Rat (Inh),Oral F Rat (Inh),Dofetilide (Inh),Cerep (Inh),Vivo NOD/SCID ED90,Vivo Berghei %activity,Vivo Parasit Cl,"Aldehyde Oxidase
 CLint,app (µL/min/mg)"
OSM-S-99,,AEW71; MD17,,71454531,,FC1=CC=C(N2C(C)=CC(C(OC(C)C(OCC)=O)=O)=C2C)C=C1,"InChI=1S/C18H20FNO4/c1-5-23-17(21)13(4)24-18(22)16-10-11(2)20(12(16)3)15-8-6-14(19)7-9-15/h6-10,13H,5H2,1-4H3",HHNXZDCXTDKCEN-UHFFFAOYSA-N,1,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-56,,JRC12,,,,O=S(N(C)C1=CC=C(Cl)C=C1)(C2=NN(C(N(C)C)=O)C=N2)=O,"InChI=1S/C12H14ClN5O3S/c1-16(2)12(19)18-8-14-11(15-18)22(20,21)17(3)10-6-4-9(13)5-7-10/h4-8H,1-3H3",UHTDBMSUJGJAMB-UHFFFAOYSA-N,2,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-66,,,,,,C1(CSC2=NNC=N2)=CC=CC=C1,"InChI=1S/C9H9N3S/c1-2-4-8(5-3-1)6-13-9-10-7-11-12-9/h1-5,7H,6H2,(H,10,11,12)",IQQYSQRJFHUASD-UHFFFAOYSA-N,2,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-67,,,,,,O=C(N(C)C)N(C=N1)N=C1SCC2=CC=CC=C2,"InChI=1S/C12H14N4OS/c1-15(2)12(17)16-9-13-11(14-16)18-8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",CSNLCDUKFLSTLH-UHFFFAOYSA-N,2,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-23,,TF 8-1,,,,OCCCNC1=C2C(C=C(S2)C3=CC(S(=O)(N)=O)=CC=C3)=NC=N1,"InChI=1S/C15H16N4O3S2/c16-24(21,22)11-4-1-3-10(7-11)13-8-12-14(23-13)15(19-9-18-12)17-5-2-6-20/h1,3-4,7-9,20H,2,5-6H2,(H2,16,21,22)(H,17,18,19)",XAFYBHXHAUCSTC-UHFFFAOYSA-N,3,,,,18.5,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-24,,TF 16-1,,,,NC1=C2C(C=C(S2)C3=CC=CC(S(=O)(N4CCCC4)=O)=C3)=NC=N1,"InChI=1S/C16H16N4O2S2/c17-16-15-13(18-10-19-16)9-14(23-15)11-4-3-5-12(8-11)24(21,22)20-6-1-2-7-20/h3-5,8-10H,1-2,6-7H2,(H2,17,18,19)",BFPWJRLQPHZLDU-UHFFFAOYSA-N,3,,,,>50,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-25,,TF 3-1,,,,NC1=C2C(C(C)=C(C3=CC=CC(S(=O)(N)=O)=C3)S2)=NC=N1,"InChI=1S/C13H12N4O2S2/c1-7-10-12(13(14)17-6-16-10)20-11(7)8-3-2-4-9(5-8)21(15,18)19/h2-6H,1H3,(H2,14,16,17)(H2,15,18,19)",JIUOPNISLOOEPA-UHFFFAOYSA-N,3,,,,>50,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-26,,TF 4-1,,,,NC1=C2C(C(C)=C(C3=CC(S(=O)(N)=O)=CC=C3C)S2)=NC=N1,"InChI=1S/C14H14N4O2S2/c1-7-3-4-9(22(16,19)20)5-10(7)12-8(2)11-13(21-12)14(15)18-6-17-11/h3-6H,1-2H3,(H2,15,17,18)(H2,16,19,20)",BLCJBBOZOPRDPT-UHFFFAOYSA-N,3,,,,>50,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-27,,TF 7-1,,,,OCCNC1=C2C(C=C(C3=CC=CC(S(=O)(N)=O)=C3)S2)=NC=N1,"InChI=1S/C14H14N4O3S2/c15-23(20,21)10-3-1-2-9(6-10)12-7-11-13(22-12)14(16-4-5-19)18-8-17-11/h1-3,6-8,19H,4-5H2,(H2,15,20,21)(H,16,17,18)",MMGBHQAWBVFGDD-UHFFFAOYSA-N,3,,,,>50,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-28,,TF 1-1,,,,ClC1=C2C(C(C)=C(Br)S2)=NC=N1,"InChI=1S/C7H4BrClN2S/c1-3-4-5(12-6(3)8)7(9)11-2-10-4/h2H,1H3",QIJOEBYAFJFJAF-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-29,,TF 2-1,,,,NC1=C2C(C(C)=C(Br)S2)=NC=N1,"InChI=1S/C7H6BrN3S/c1-3-4-5(12-6(3)8)7(9)11-2-10-4/h2H,1H3,(H2,9,10,11)",CDFUAWVGPVSAPG-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-30,,TF 6-1,,,,OCCCNC1=C2C(C=CS2)=NC=N1,"InChI=1S/C9H11N3OS/c13-4-1-3-10-9-8-7(2-5-14-8)11-6-12-9/h2,5-6,13H,1,3-4H2,(H,10,11,12)",SOCGDSNYDGBKME-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-31,,PT 17,,,,O=S(N)(C1=CC=C(C)C(Br)=C1)=O,"InChI=1S/C7H8BrNO2S/c1-5-2-3-6(4-7(5)8)12(9,10)11/h2-4H,1H3,(H2,9,10,11)",CFMBNGJNYNLPDL-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-32,,PT 22,,,,NC1=C2C(C=C(C3=CC(S(=O)(N)=O)=CC=C3C)S2)=NC=N1,"InChI=1S/C13H12N4O2S2/c1-7-2-3-8(21(15,18)19)4-9(7)11-5-10-12(20-11)13(14)17-6-16-10/h2-6H,1H3,(H2,14,16,17)(H2,15,18,19)",CEKVBYOWKFYMGL-UHFFFAOYSA-N,3,,,,,>50,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-33,,PT-1-20,,,,O=S(N)(C1=CC=C(C)C(B2OC(C)(C)C(C)(C)O2)=C1)=O,"InChI=1S/C13H20BNO4S/c1-9-6-7-10(20(15,16)17)8-11(9)14-18-12(2,3)13(4,5)19-14/h6-8H,1-5H3,(H2,15,16,17)",RRDKUEMSNLMHIA-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-E-34,,"TF 17-1, identical to OSM-S-488",,,,NC1=C2C(C=C(C3=CC(S(=O)(NC)=O)=CC=C3)S2)=NC=N1,"InChI=1S/C13H12N4O2S2/c1-15-21(18,19)9-4-2-3-8(5-9)11-6-10-12(20-11)13(14)17-7-16-10/h2-7,15H,1H3,(H2,14,16,17)",PRAIPTPNNHMTCP-UHFFFAOYSA-N,3,,,,>50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-106,01,MNB6-7,,44528665,MMV025100,NC1=C2C(C=C(C3=CC(S(N)(=O)=O)=CC=C3)S2)=NC=N1,"InChI=1S/C12H10N4O2S2/c13-12-11-9(15-6-16-12)5-10(19-11)7-2-1-3-8(4-7)20(14,17)18/h1-6H,(H2,13,15,16)(H2,14,17,18)",MQMXDJVOZKMSNT-UHFFFAOYSA-N,3,,,0.088,,0.13,0.036,,,,,,,,,,0.08466666667,102,,,,,,,,,,,,<5.00,>255,,23,,,,>375,,,<7,,,,76,,,,<1,<0.22,0.62,,,<0.07,,1.4,50-100,6.3-12.5,,,,,,,,,,,,,,
OSM-S-106,02,DMK171-2-B,,44528665,MMV025100,NC1=C2C(C=C(C3=CC(S(N)(=O)=O)=CC=C3)S2)=NC=N1,"InChI=1S/C12H10N4O2S2/c13-12-11-9(15-6-16-12)5-10(19-11)7-2-1-3-8(4-7)20(14,17)18/h1-6H,(H2,13,15,16)(H2,14,17,18)",MQMXDJVOZKMSNT-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-106,03,DMK179-5-A,,44528665,MMV025100,NC1=C2C(C=C(C3=CC(S(N)(=O)=O)=CC=C3)S2)=NC=N1,"InChI=1S/C12H10N4O2S2/c13-12-11-9(15-6-16-12)5-10(19-11)7-2-1-3-8(4-7)20(14,17)18/h1-6H,(H2,13,15,16)(H2,14,17,18)",MQMXDJVOZKMSNT-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-107,,,,,,FC(C=C1)=CC=C1CN(CC2)CCN2C3=C4C(C=CS4)=NC=N3,"InChI=1S/C17H17FN4S/c18-14-3-1-13(2-4-14)11-21-6-8-22(9-7-21)17-16-15(5-10-23-16)19-12-20-17/h1-5,10,12H,6-9,11H2",HYCIFMXWGMZZSB-UHFFFAOYSA-N,3,,,,,,92% at 40 micromolar,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-118,,,,,,C12=NC=NC(C3=CC=CC=C3)=C1SC=C2,InChI=1S/C12H8N2S/c1-2-4-9(5-3-1)11-12-10(6-7-15-12)13-8-14-11/h1-8H,ROUKINVYJAEUCD-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-119,,,,,,BrC1=C(Br)C2=NC=NC(C3=CC=CC=C3)=C2S1,InChI=1S/C12H6Br2N2S/c13-8-10-11(17-12(8)14)9(15-6-16-10)7-4-2-1-3-5-7/h1-6H,MHSGERTZTNZZKP-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-120,,,,,,BrC1=CC2=NC=NC(C3=CC=CC=C3)=C2S1,InChI=1S/C12H7BrN2S/c13-10-6-9-12(16-10)11(15-7-14-9)8-4-2-1-3-5-8/h1-7H,TUFQXFIDQNLCGQ-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-121,,,,,,ClC1=C2C(C=C(Br)S2)=NC=N1,InChI=1S/C6H2BrClN2S/c7-4-1-3-5(11-4)6(8)10-2-9-3/h1-2H,RJKAKJGOZXERRE-UHFFFAOYSA-N,3,,,,,,95% at 40 micromolar,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-122,,,,,,C12=NC=NC(C3=CC=CC=C3)=C1SC(C4=CC=CC=C4)=C2,InChI=1S/C18H12N2S/c1-3-7-13(8-4-1)16-11-15-18(21-16)17(20-12-19-15)14-9-5-2-6-10-14/h1-12H,QDXZKUSOZDDGPU-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-123,,,,,MMV1794864,NC1=C2C(C=C(C3=CC=CC=C3)S2)=NC=N1,"InChI=1S/C12H9N3S/c13-12-11-9(14-7-15-12)6-10(16-11)8-4-2-1-3-5-8/h1-7H,(H2,13,14,15)",WQVHTLKGGYMXIO-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-124,,,,,,COC(C=C1)=CC=C1C2=CC3=NC=NC(N4CCOCC4)=C3S2,"InChI=1S/C17H17N3O2S/c1-21-13-4-2-12(3-5-13)15-10-14-16(23-15)17(19-11-18-14)20-6-8-22-9-7-20/h2-5,10-11H,6-9H2,1H3",LPCKDTSEWUTBJN-UHFFFAOYSA-N,3,,,,,,62% at 40 micromolar,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-125,,,,,,BrC1=CC2=NC=NC(N3CCOCC3)=C2S1,"InChI=1S/C10H10BrN3OS/c11-8-5-7-9(16-8)10(13-6-12-7)14-1-3-15-4-2-14/h5-6H,1-4H2",WUXPEHRGQLOSNM-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-126,,,,,,C12=NC=NC(N3CCOCC3)=C1SC(C4=CC=CC=C4)=C2,"InChI=1S/C16H15N3OS/c1-2-4-12(5-3-1)14-10-13-15(21-14)16(18-11-17-13)19-6-8-20-9-7-19/h1-5,10-11H,6-9H2",LBOQIBFHJGJRTG-UHFFFAOYSA-N,3,,,,,,39% at 40 micromolar,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-127,,,,,,NS(C1=CC(C2=CC3=NC=NC(N4CCOCC4)=C3S2)=CC=C1)(=O)=O,"InChI=1S/C16H16N4O3S2/c17-25(21,22)12-3-1-2-11(8-12)14-9-13-15(24-14)16(19-10-18-13)20-4-6-23-7-5-20/h1-3,8-10H,4-7H2,(H2,17,21,22)",MDGVTZLJAVLGJP-UHFFFAOYSA-N,3,,,,,,42% at 40 micromolar,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-128,,,,,,NC1=C2C(C=C(C3=CC=C(C(C)(C)C)C=C3)S2)=NC=N1,"InChI=1S/C16H17N3S/c1-16(2,3)11-6-4-10(5-7-11)13-8-12-14(20-13)15(17)19-9-18-12/h4-9H,1-3H3,(H2,17,18,19)",KLCMSKCOVXKOMY-UHFFFAOYSA-N,3,,,,,,54% at 40 micromolar,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-129,,,,,,NC1=C2C(C=C(C3=CC=C(S(N)(=O)=O)C=C3)S2)=NC=N1,"InChI=1S/C12H10N4O2S2/c13-12-11-9(15-6-16-12)5-10(19-11)7-1-3-8(4-2-7)20(14,17)18/h1-6H,(H2,13,15,16)(H2,14,17,18)",NPCFGALHIPAZAV-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-130,,,,,,NC1=C2C(C=C(C3=CC=C(C(N(C)C)=O)C=C3)S2)=NC=N1,"InChI=1S/C15H14N4OS/c1-19(2)15(20)10-5-3-9(4-6-10)12-7-11-13(21-12)14(16)18-8-17-11/h3-8H,1-2H3,(H2,16,17,18)",XJSSUNQWKKUSSC-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-131,,,,,,NC1=C2C(C=C(C3=CC=C(OC)C=C3)S2)=NC=N1,"InChI=1S/C13H11N3OS/c1-17-9-4-2-8(3-5-9)11-6-10-12(18-11)13(14)16-7-15-10/h2-7H,1H3,(H2,14,15,16)",DRUQZXVTFOTIEO-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-132,,,,,,NC1=C2C(C=C(C3=CC=C(C(N4CCOCC4)=O)C=C3)S2)=NC=N1,"InChI=1S/C17H16N4O2S/c18-16-15-13(19-10-20-16)9-14(24-15)11-1-3-12(4-2-11)17(22)21-5-7-23-8-6-21/h1-4,9-10H,5-8H2,(H2,18,19,20)",KOSDTDDFEYEHDU-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-133,,,,,,NC1=C2C(C=C(C3=CC=CC(C(N(C)C)=O)=C3)S2)=NC=N1,"InChI=1S/C15H14N4OS/c1-19(2)15(20)10-5-3-4-9(6-10)12-7-11-13(21-12)14(16)18-8-17-11/h3-8H,1-2H3,(H2,16,17,18)",UZIAJWZVDQPKFB-UHFFFAOYSA-N,3,,,,,,73% at 40 micromolar,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-134,,,,,,NC1=C2C(C=C(C3=CC=C(C(N4CCN(C)CC4)=O)C=C3)S2)=NC=N1,"InChI=1S/C18H19N5OS/c1-22-6-8-23(9-7-22)18(24)13-4-2-12(3-5-13)15-10-14-16(25-15)17(19)21-11-20-14/h2-5,10-11H,6-9H2,1H3,(H2,19,20,21)",OUPUOWHKLRDGOE-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-135,,,,,,NC1=C2C(C=C(C3=CC=CC(C(N)=O)=C3)S2)=NC=N1,"InChI=1S/C13H10N4OS/c14-12-11-9(16-6-17-12)5-10(19-11)7-2-1-3-8(4-7)13(15)18/h1-6H,(H2,15,18)(H2,14,16,17)",YWVZUIYPEKTRTJ-UHFFFAOYSA-N,3,,,,,,>40,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-136,,,,,,BrC1=CC2=NC=NC(N3CCN(CC4=CC=C(F)C=C4)CC3)=C2S1,"InChI=1S/C17H16BrFN4S/c18-15-9-14-16(24-15)17(21-11-20-14)23-7-5-22(6-8-23)10-12-1-3-13(19)4-2-12/h1-4,9,11H,5-8,10H2",DQEWYYDIDSUSJB-UHFFFAOYSA-N,3,,,,,,15,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-137,,,,,MMV1634447,FC(C=C1)=CC=C1CN(CC2)CCN2C3=C4C(C=C(C5=CC=CC(S(N)(=O)=O)=C5)S4)=NC=N3,"InChI=1S/C23H22FN5O2S2/c24-18-6-4-16(5-7-18)14-28-8-10-29(11-9-28)23-22-20(26-15-27-23)13-21(32-22)17-2-1-3-19(12-17)33(25,30)31/h1-7,12-13,15H,8-11,14H2,(H2,25,30,31)",OWXZZWFFXSEZNL-UHFFFAOYSA-N,3,,,,,6.875,1.7,,,,,,,,,,4.2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-139,,,,,,BrC1=CC2=NC=NC(N)=C2S1,"InChI=1S/C6H4BrN3S/c7-4-1-3-5(11-4)6(8)10-2-9-3/h1-2H,(H2,8,9,10)",VKZWSZNMIMJBJX-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-140,,,,,,BrC1=CC2=NC=NC(NN)=C2S1,"InChI=1S/C6H5BrN4S/c7-4-1-3-5(12-4)6(11-8)10-2-9-3/h1-2H,8H2,(H,9,10,11)",KWCMTNUZOMHMJQ-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-141,,,,,,CN(C)C1=C2C(C=CS2)=NC=N1,"InChI=1S/C8H9N3S/c1-11(2)8-7-6(3-4-12-7)9-5-10-8/h3-5H,1-2H3",AXPZJYARDJLZHH-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-142,,,,,,NC1=C2C(C=C(C3=CC(C(N4CCN(C)CC4)=O)=CC=C3)S2)=NC=N1,"InChI=1S/C18H19N5OS/c1-22-5-7-23(8-6-22)18(24)13-4-2-3-12(9-13)15-10-14-16(25-15)17(19)21-11-20-14/h2-4,9-11H,5-8H2,1H3,(H2,19,20,21)",USHWEAINWXCOHP-UHFFFAOYSA-N,3,,,>5,,,,,,,,,,,,,#DIV/0!,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-143,,,,,,ClC1=C2C(C=C(C3=CC(S(N)(=O)=O)=CC=C3)S2)=NC=N1,"InChI=1S/C12H8ClN3O2S2/c13-12-11-9(15-6-16-12)5-10(19-11)7-2-1-3-8(4-7)20(14,17)18/h1-6H,(H2,14,17,18)",WDYQLTAMDQFUGG-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-144,,,,,,NS(C1=CC=CC(C2=CC3=NC=NC(OCCN(C)C)=C3S2)=C1)(=O)=O,"InChI=1S/C16H18N4O3S2/c1-20(2)6-7-23-16-15-13(18-10-19-16)9-14(24-15)11-4-3-5-12(8-11)25(17,21)22/h3-5,8-10H,6-7H2,1-2H3,(H2,17,21,22)",WBVWEEAUMTUSGX-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-145,,MJT17,,,MMV1634448,NS(C1=CC=CC(C2=CC3=NC=NC(N(C)C)=C3S2)=C1)(=O)=O,"InChI=1S/C14H14N4O2S2/c1-18(2)14-13-11(16-8-17-14)7-12(21-13)9-4-3-5-10(6-9)22(15,19)20/h3-8H,1-2H3,(H2,15,19,20)",CGTVWFYTOADSRO-UHFFFAOYSA-N,3,,,,,>25,,,,,,,,,,,#DIV/0!,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-146,,,,,,CC(C(C)(C)O1)(C)OB1C2=CC(S(NC(OC(C)(C)C)=O)(=O)=O)=CC=C2,"InChI=1S/C17H26BNO6S/c1-15(2,3)23-14(20)19-26(21,22)13-10-8-9-12(11-13)18-24-16(4,5)17(6,7)25-18/h8-11H,1-7H3,(H,19,20)",MSQKEIBBVCULRN-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-151,,JRC 49,,,,O=S(N)(C1=CC=CC(B2OC(C)(C)C(C)(C)O2)=C1)=O,"InChI=1S/C12H18BNO4S/c1-11(2)12(3,4)18-13(17-11)9-6-5-7-10(8-9)19(14,15)16/h5-8H,1-4H3,(H2,14,15,16)",OHKKUZJVWWPUNY-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-152,,,,,,CC(C(C)(C)O1)(C)OB1C2=CC(S(NC)(=O)=O)=CC=C2,"InChI=1S/C13H20BNO4S/c1-12(2)13(3,4)19-14(18-12)10-7-6-8-11(9-10)20(16,17)15-5/h6-9,15H,1-5H3",YIIPTCFKYOTDME-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM-S-153,,,,,,CC(C(C)(C)O1)(C)OB1C2=CC(S(N(C)C)(=O)=O)=CC=C2,"InChI=1S/C14H22BNO4S/c1-13(2)14(3,4)20-15(19-13)11-8-7-9-12(10-11)21(17,18)16(5)6/h7-10H,1-6H3",YFEWVSRTWWHXFP-UHFFFAOYSA-N,3,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
